cell_id,date,scenario,failure_day,load_index,sinr_db,rsrp_dbm,rsrq_db,cqi_mean,avg_rank,mcs_dl_mean,bler_dl_pct,ul_bler_pct,harq_retx_ratio,prb_util_dl_pct,ul_prb_util_pct,active_users,traffic_volume_gb,mu_mimo_ratio,rank_1_ratio,bfr_count,beam_switch_count,beam_concentration,rrc_setup_success_pct,drb_setup_success_pct,prach_success_pct,pucch_util_pct,ul_rssi_dbm,cqi_rank_gap,beam_efficiency,sinr_cqi_delta
Cell_0075,01/03/2024,beam_misalignment,-1,1.0,13.9,-91.942,-10.869,6.153,1.321,18.448,30.425,14.459,0.179,39.617,26.595,5.0,2.204,0.215,0.758,9.0,17.0,0.594,91.149,97.125,87.433,24.464,-93.348,4.658,0.049,4.67
Cell_0075,01/04/2024,beam_misalignment,-1,1.0,14.051,-91.037,-10.688,6.335,1.467,16.119,13.596,7.969,0.166,40.286,32.667,6.0,1.984,0.195,0.797,10.0,16.0,0.56,96.68,95.433,85.69,19.246,-103.932,4.317,0.062,4.55
Cell_0075,01/05/2024,beam_misalignment,-1,0.953,13.55,-88.941,-8.841,8.241,1.547,16.234,11.843,12.18,0.207,30.29,26.027,7.0,1.658,0.286,0.689,10.0,15.0,0.623,94.4,95.544,84.759,23.825,-100.019,5.328,0.097,1.19
Cell_0075,01/06/2024,beam_misalignment,-1,0.804,14.372,-91.169,-10.142,6.658,1.645,15.939,14.787,11.669,0.195,34.159,25.773,4.0,1.893,0.269,0.643,13.0,15.0,0.539,95.667,96.648,85.365,16.361,-102.166,4.048,0.094,4.38
Cell_0075,01/07/2024,beam_misalignment,-1,0.788,14.895,-84.258,-10.071,6.454,0.827,14.445,17.824,11.601,0.174,27.309,27.198,8.0,1.947,0.267,0.713,12.0,22.0,0.544,93.76,93.618,84.809,18.243,-96.407,7.806,0.045,5.21
Cell_0075,01/08/2024,beam_misalignment,-1,1.0,14.875,-88.35,-9.237,7.356,1.601,13.43,11.184,12.345,0.236,49.384,28.364,7.0,2.605,0.195,0.842,12.0,18.0,0.618,95.26,93.32,85.479,24.644,-92.055,4.594,0.069,3.84
Cell_0075,01/09/2024,beam_misalignment,-1,0.977,14.266,-84.239,-9.586,7.151,1.058,16.633,12.98,12.289,0.215,51.494,27.414,6.0,2.037,0.249,0.758,12.0,16.0,0.436,94.828,96.111,85.367,22.456,-98.53,6.761,0.057,3.54
Cell_0075,01/10/2024,beam_misalignment,-1,0.996,13.637,-89.323,-10.192,7.569,1.435,14.62,12.734,14.757,0.188,39.853,32.278,7.0,2.24,0.264,0.725,10.0,13.0,0.543,93.847,97.268,87.379,24.203,-101.395,5.275,0.083,2.28
Cell_0075,01/11/2024,beam_misalignment,-1,0.99,14.248,-82.004,-9.205,7.768,1.578,16.806,13.322,11.556,0.211,42.854,30.226,7.0,2.327,0.214,0.815,10.0,8.0,0.46,94.299,96.078,85.075,25.651,-91.066,4.924,0.073,2.6
Cell_0075,01/12/2024,beam_misalignment,-1,0.955,15.272,-95.235,-10.487,8.449,1.582,16.059,28.933,14.881,0.2,42.573,22.158,8.0,2.462,0.211,0.78,9.0,19.0,0.55,97.334,98.114,87.319,23.57,-97.611,5.342,0.059,2.6
Cell_0075,01/13/2024,beam_misalignment,-1,0.843,13.431,-90.361,-9.809,6.281,1.3,17.733,11.484,14.531,0.167,34.007,29.523,4.0,1.39,0.236,0.735,7.0,17.0,0.528,92.658,96.139,85.273,21.249,-98.628,4.832,0.068,4.01
Cell_0075,01/14/2024,beam_misalignment,-1,0.785,13.27,-85.474,-10.888,7.447,1.237,17.343,11.529,10.966,0.212,36.05,25.171,5.0,1.369,0.23,0.737,10.0,21.0,0.584,96.928,96.036,84.41,15.101,-99.325,6.022,0.063,2.1
Cell_0075,01/15/2024,beam_misalignment,-1,1.0,14.315,-92.028,-9.826,6.299,1.223,17.091,11.844,10.202,0.246,43.35,29.219,7.0,2.701,0.276,0.714,9.0,16.0,0.577,92.622,96.629,86.012,24.321,-102.882,5.151,0.074,4.87
Cell_0075,01/16/2024,beam_misalignment,-1,0.987,14.649,-93.565,-9.295,6.655,1.537,14.617,11.874,12.45,0.24,37.62,28.717,8.0,1.649,0.24,0.816,12.0,24.0,0.535,95.282,94.625,85.357,17.948,-95.785,4.329,0.081,4.67
Cell_0075,01/17/2024,beam_misalignment,-1,1.0,13.505,-96.089,-9.398,7.141,1.647,12.691,7.943,15.281,0.208,45.896,32.501,7.0,2.543,0.225,0.733,14.0,11.0,0.498,93.926,92.704,84.452,23.612,-94.941,4.336,0.085,2.79
Cell_0075,01/18/2024,beam_misalignment,-1,0.988,14.257,-87.082,-9.376,6.834,1.472,18.08,12.894,13.624,0.195,45.848,29.881,8.0,2.65,0.321,0.637,11.0,19.0,0.556,95.212,95.102,85.382,29.91,-99.554,4.643,0.103,4.01
Cell_0075,01/19/2024,beam_misalignment,-1,0.92,12.496,-84.347,-7.985,7.023,1.227,16.194,12.15,16.574,0.219,32.237,28.097,8.0,2.304,0.274,0.763,9.0,18.0,0.623,94.6,96.423,89.178,25.363,-95.755,5.724,0.074,1.96
Cell_0075,01/20/2024,beam_misalignment,-1,0.864,13.627,-89.994,-10.196,6.661,1.48,15.887,11.353,10.254,0.212,38.046,26.64,7.0,1.641,0.269,0.738,11.0,17.0,0.497,95.009,93.432,85.731,17.75,-106.839,4.502,0.088,3.64
Cell_0075,01/21/2024,beam_misalignment,-1,0.774,15.761,-85.839,-10.641,6.171,1.251,15.684,12.902,10.546,0.202,32.664,21.575,6.0,1.498,0.226,0.833,9.0,14.0,0.468,95.226,92.393,86.946,17.929,-99.553,4.933,0.062,6.5
Cell_0075,01/22/2024,beam_misalignment,-1,0.977,14.471,-79.937,-9.689,7.308,1.294,16.933,12.714,10.822,0.251,44.28,28.608,7.0,2.165,0.223,0.836,12.0,19.0,0.45,94.391,93.686,85.264,23.711,-100.953,5.646,0.063,3.51
Cell_0075,01/23/2024,beam_misalignment,-1,0.986,12.759,-84.328,-10.625,5.982,1.369,17.978,11.966,14.407,0.196,49.289,29.396,9.0,2.784,0.246,0.787,9.0,11.0,0.467,96.379,97.605,87.795,25.938,-97.756,4.37,0.074,3.79
Cell_0075,01/24/2024,beam_misalignment,-1,1.0,12.942,-84.827,-10.802,7.757,1.282,15.177,12.741,14.355,0.229,49.238,28.064,9.0,2.82,0.296,0.736,13.0,16.0,0.551,95.013,96.009,84.169,27.32,-102.893,6.051,0.083,1.31
Cell_0075,01/25/2024,beam_misalignment,-1,1.0,11.946,-90.39,-10.185,6.751,1.215,13.456,11.614,14.003,0.209,48.636,31.209,4.0,2.336,0.221,0.782,13.0,21.0,0.474,97.326,94.827,88.426,29.637,-105.186,5.557,0.059,1.82
Cell_0075,01/26/2024,beam_misalignment,-1,0.993,15.857,-90.188,-8.621,7.474,1.756,18.927,10.493,13.585,0.209,44.445,31.635,8.0,1.689,0.197,0.731,15.0,19.0,0.531,93.611,93.226,88.024,21.805,-99.65,4.256,0.077,4.65
Cell_0075,01/27/2024,beam_misalignment,-1,0.808,12.285,-86.858,-9.525,8.1,1.062,16.692,16.468,15.922,0.165,34.705,28.693,8.0,1.851,0.205,0.76,8.0,21.0,0.577,92.648,95.59,86.238,20.562,-98.824,7.628,0.046,0.14
Cell_0075,01/28/2024,beam_misalignment,-1,0.775,10.192,-88.561,-9.742,6.919,1.324,16.785,11.778,12.967,0.233,27.178,21.761,7.0,1.679,0.199,0.771,14.0,21.0,0.434,94.894,95.418,89.232,15.155,-93.768,5.227,0.058,-0.19
Cell_0075,01/29/2024,beam_misalignment,-1,1.0,11.723,-86.361,-11.18,6.075,1.4,11.878,13.232,15.259,0.226,47.648,33.079,7.0,2.243,0.234,0.809,7.0,20.0,0.606,91.34,95.934,87.828,26.009,-96.408,4.34,0.071,2.61
Cell_0075,01/30/2024,beam_misalignment,-1,0.966,13.714,-100.068,-10.445,7.591,0.846,16.505,17.681,17.471,0.21,46.683,33.516,8.0,1.623,0.293,0.777,11.0,16.0,0.63,96.08,99.827,90.504,25.358,-95.72,8.976,0.051,2.33
Cell_0076,01/01/2024,su_mimo_fallback,-1,0.942,14.52,-90.624,-7.072,11.822,1.338,19.435,5.391,2.774,0.098,50.672,42.86,11.0,5.645,0.163,0.84,1.0,3.0,0.723,96.589,99.451,97.574,33.795,-110.616,8.836,0.052,-3.21
Cell_0076,01/02/2024,su_mimo_fallback,-1,1.0,12.191,-79.221,-6.497,11.126,1.128,19.529,4.666,2.88,0.092,44.311,53.959,10.0,7.314,0.159,0.838,1.0,2.0,0.594,98.251,99.002,97.897,29.779,-119.741,9.862,0.043,-4.5
Cell_0076,01/03/2024,su_mimo_fallback,-1,1.0,15.063,-77.474,-6.727,12.094,1.193,21.165,4.821,3.007,0.096,44.737,46.719,12.0,5.235,0.176,0.86,2.0,2.0,0.631,98.402,99.348,99.657,27.71,-115.085,10.135,0.05,-3.08
Cell_0076,01/04/2024,su_mimo_fallback,-1,1.0,15.618,-78.504,-6.197,12.297,1.164,23.886,3.693,3.078,0.11,56.459,46.345,13.0,6.443,0.162,0.808,2.0,1.0,0.732,97.176,100.0,95.998,33.225,-119.795,10.565,0.045,-2.83
Cell_0076,01/05/2024,su_mimo_fallback,-1,0.87,17.02,-80.789,-6.0,10.951,1.267,19.934,4.177,3.322,0.107,42.387,49.213,13.0,5.645,0.154,0.845,2.0,4.0,0.683,98.625,98.645,99.111,29.897,-118.017,8.642,0.047,0.59
Cell_0076,01/06/2024,su_mimo_fallback,-1,0.823,15.602,-77.221,-6.306,12.103,1.25,18.519,4.627,2.581,0.115,39.601,36.387,11.0,5.974,0.136,0.831,2.0,2.0,0.651,95.694,99.755,98.853,29.499,-107.247,9.679,0.041,-2.55
Cell_0076,01/07/2024,su_mimo_fallback,-1,0.762,13.9,-77.283,-5.876,10.853,1.145,22.979,4.374,2.604,0.077,37.287,31.072,12.0,4.877,0.149,0.9,2.0,2.0,0.716,96.862,99.239,97.69,26.382,-114.687,9.477,0.041,-2.38
Cell_0076,01/08/2024,su_mimo_fallback,-1,0.989,14.502,-85.642,-6.547,11.373,1.175,18.52,3.618,2.577,0.103,42.698,45.826,13.0,5.331,0.147,0.842,2.0,6.0,0.63,97.071,100.0,100.0,29.453,-104.866,9.683,0.042,-2.56
Cell_0076,01/09/2024,su_mimo_fallback,-1,0.977,16.927,-82.073,-6.745,11.302,1.08,20.161,3.612,3.386,0.105,51.877,45.576,12.0,6.325,0.154,0.805,3.0,3.0,0.629,98.48,99.641,99.418,34.182,-116.706,10.466,0.04,-0.03
Cell_0076,01/10/2024,su_mimo_fallback,-1,1.0,15.452,-80.495,-6.075,11.093,1.183,20.64,3.054,3.116,0.085,55.036,47.788,16.0,6.972,0.131,0.87,2.0,4.0,0.68,98.449,99.673,98.665,23.667,-109.696,9.38,0.038,-1.19
Cell_0076,01/11/2024,su_mimo_fallback,-1,0.964,16.075,-80.25,-5.934,11.688,1.088,21.802,4.427,2.831,0.097,44.606,39.623,11.0,6.194,0.159,0.847,2.0,3.0,0.684,98.049,98.497,99.637,35.17,-111.621,10.743,0.041,-1.46
Cell_0076,01/12/2024,su_mimo_fallback,-1,0.953,14.375,-79.073,-6.27,12.263,1.188,22.302,3.545,3.695,0.106,47.243,48.975,14.0,6.984,0.141,0.84,1.0,1.0,0.65,98.038,100.0,99.08,26.945,-112.303,10.321,0.04,-4.02
Cell_0076,01/13/2024,su_mimo_fallback,-1,0.859,14.749,-79.145,-5.729,11.757,1.327,20.282,4.615,2.629,0.11,44.847,50.721,13.0,4.346,0.155,0.844,1.0,3.0,0.677,99.084,99.851,98.862,24.212,-117.163,8.861,0.049,-2.89
Cell_0076,01/14/2024,su_mimo_fallback,-1,0.764,14.904,-80.285,-6.143,11.387,1.193,22.962,4.648,2.367,0.111,40.064,39.068,6.0,4.694,0.143,0.827,0.0,4.0,0.765,97.475,100.0,98.679,31.399,-113.782,9.541,0.041,-2.18
Cell_0076,01/15/2024,su_mimo_fallback,-1,0.988,15.941,-78.74,-6.178,10.512,1.085,20.316,4.332,2.203,0.081,52.437,47.946,12.0,6.221,0.148,0.835,1.0,2.0,0.69,97.4,99.165,97.965,31.474,-112.458,9.688,0.038,0.17
Cell_0076,01/16/2024,su_mimo_fallback,-1,0.962,14.527,-81.389,-6.439,9.716,1.204,18.946,4.441,2.987,0.098,39.053,50.955,10.0,6.757,0.136,0.847,0.0,6.0,0.628,97.684,99.346,99.515,29.518,-113.579,8.07,0.039,-0.05
Cell_0076,01/17/2024,su_mimo_fallback,-1,1.0,15.608,-76.34,-6.714,11.223,1.0,20.508,4.833,2.242,0.087,50.851,50.012,10.0,7.142,0.137,0.943,0.0,5.0,0.693,96.867,97.986,98.378,27.269,-110.979,11.223,0.033,-1.23
Cell_0076,01/18/2024,su_mimo_fallback,-1,0.972,14.975,-74.85,-6.387,10.312,1.072,20.264,4.916,3.044,0.106,53.373,48.517,11.0,6.138,0.158,0.876,2.0,6.0,0.574,98.441,100.0,99.627,32.39,-114.079,9.622,0.04,-0.49
Cell_0076,01/19/2024,su_mimo_fallback,-1,0.93,13.704,-76.719,-5.805,10.664,1.0,20.019,2.79,2.65,0.101,46.889,45.779,8.0,5.535,0.164,0.836,1.0,1.0,0.781,96.629,99.715,99.604,32.23,-114.068,10.664,0.04,-2.29
Cell_0076,01/20/2024,su_mimo_fallback,-1,0.842,14.973,-78.463,-6.243,11.595,1.031,21.784,4.636,2.495,0.098,46.311,42.728,12.0,5.451,0.149,0.846,1.0,4.0,0.626,97.659,100.0,99.432,25.538,-112.49,11.246,0.037,-2.42
Cell_0076,01/21/2024,su_mimo_fallback,-1,0.793,16.134,-79.649,-6.426,10.678,1.038,18.701,4.499,3.113,0.146,37.739,37.745,9.0,4.136,0.169,0.868,2.0,1.0,0.703,98.724,99.001,98.072,18.627,-109.28,10.286,0.042,0.12
Cell_0076,01/22/2024,su_mimo_fallback,-1,0.95,14.982,-80.95,-6.588,10.973,1.0,21.314,4.379,2.519,0.093,46.975,39.484,14.0,5.54,0.165,0.869,4.0,1.0,0.701,97.582,99.816,97.647,35.939,-105.554,10.973,0.04,-1.48
Cell_0076,01/23/2024,su_mimo_fallback,-1,1.0,14.631,-78.641,-6.133,11.609,1.05,20.667,4.49,2.463,0.106,47.456,58.817,13.0,6.831,0.154,0.836,3.0,6.0,0.648,96.809,100.0,98.447,30.551,-114.875,11.057,0.039,-2.78
Cell_0076,01/24/2024,su_mimo_fallback,-1,0.992,16.468,-79.981,-6.658,11.616,1.05,19.213,3.994,2.758,0.112,49.783,51.86,12.0,6.575,0.135,0.935,1.0,3.0,0.763,98.163,99.675,98.487,30.227,-120.029,11.062,0.034,-0.96
Cell_0076,01/25/2024,su_mimo_fallback,-1,0.997,15.385,-77.291,-6.191,11.176,1.049,20.78,2.685,2.527,0.111,51.243,46.01,11.0,5.65,0.154,0.836,2.0,8.0,0.805,98.544,99.017,98.104,31.413,-109.691,10.649,0.039,-1.38
Cell_0076,01/26/2024,su_mimo_fallback,-1,0.994,13.528,-82.223,-6.448,10.387,1.0,22.471,3.812,3.102,0.113,41.721,51.06,12.0,5.52,0.155,0.836,1.0,5.0,0.65,98.294,98.876,99.49,28.411,-108.041,10.387,0.037,-2.05
Cell_0076,01/27/2024,su_mimo_fallback,-1,0.846,14.673,-77.184,-6.385,11.154,1.142,21.363,3.043,3.358,0.111,40.572,37.234,11.0,4.683,0.158,0.859,1.0,3.0,0.731,98.337,99.003,99.388,30.854,-116.624,9.766,0.044,-2.06
Cell_0076,01/28/2024,su_mimo_fallback,-1,0.817,15.257,-79.544,-6.101,11.534,1.0,19.882,3.154,3.731,0.102,38.993,42.073,10.0,4.575,0.145,0.859,4.0,8.0,0.637,97.145,100.0,99.234,28.094,-108.097,11.534,0.035,-2.04
Cell_0076,01/29/2024,su_mimo_fallback,-1,0.971,15.223,-78.933,-6.602,11.459,1.0,21.632,4.865,2.587,0.106,43.733,51.787,11.0,6.246,0.139,0.845,0.0,5.0,0.765,99.978,98.73,99.898,32.534,-110.377,11.459,0.033,-1.97
Cell_0076,01/30/2024,su_mimo_fallback,-1,1.0,15.512,-81.606,-6.301,12.144,1.105,18.987,3.85,2.502,0.098,49.148,54.767,12.0,7.427,0.125,0.866,4.0,2.0,0.762,98.844,97.374,98.717,40.427,-116.451,10.991,0.033,-2.7
Cell_0077,01/01/2024,healthy,-1,0.92,20.026,-79.192,-10.297,12.894,3.485,24.887,3.509,3.073,0.098,35.563,36.501,8.0,5.3,0.776,0.24,4.0,2.0,0.214,99.285,99.583,97.401,19.348,-115.37,3.7,0.652,0.68
Cell_0077,01/02/2024,healthy,-1,0.98,19.415,-75.022,-10.139,11.661,2.836,22.708,3.961,2.953,0.126,34.65,35.789,11.0,7.031,0.85,0.16,0.0,7.0,0.194,98.117,99.418,97.066,18.939,-108.093,4.112,0.578,1.92
Cell_0077,01/03/2024,healthy,-1,1.0,19.677,-72.862,-10.242,10.601,3.172,24.551,4.094,3.384,0.087,33.508,31.522,11.0,5.597,0.895,0.085,2.0,4.0,0.186,98.256,99.386,96.516,15.335,-110.837,3.342,0.68,3.78
Cell_0077,01/04/2024,healthy,-1,0.984,19.849,-76.971,-10.208,13.112,3.405,22.103,2.897,2.425,0.098,40.378,38.568,11.0,6.67,0.789,0.202,1.0,6.0,0.21,99.025,99.791,99.612,18.361,-113.64,3.85,0.653,0.18
Cell_0077,01/05/2024,healthy,-1,0.953,17.692,-76.404,-9.855,11.256,3.525,25.185,4.059,3.049,0.084,36.305,40.25,10.0,6.37,0.85,0.135,2.0,6.0,0.17,99.007,98.685,97.371,19.114,-112.171,3.193,0.719,0.81
Cell_0077,01/06/2024,healthy,-1,0.769,19.753,-76.315,-9.114,13.437,3.288,23.725,3.666,3.447,0.094,27.119,27.699,7.0,4.398,0.861,0.084,3.0,4.0,0.178,99.684,100.0,96.667,15.663,-111.152,4.086,0.682,-0.4
Cell_0077,01/07/2024,healthy,-1,0.805,17.56,-78.252,-9.327,13.065,3.114,24.321,5.028,2.377,0.107,29.758,29.716,8.0,3.497,0.749,0.273,2.0,1.0,0.204,96.715,98.4,100.0,16.993,-114.928,4.196,0.554,-2.04
Cell_0077,01/08/2024,healthy,-1,0.99,16.869,-75.83,-9.084,11.719,3.149,21.553,4.054,2.802,0.1,38.923,42.179,12.0,7.491,0.744,0.267,4.0,2.0,0.264,97.585,99.15,98.986,21.222,-112.293,3.722,0.562,-0.71
Cell_0077,01/09/2024,healthy,-1,1.0,17.324,-77.541,-9.919,11.743,2.976,24.287,3.395,2.785,0.09,40.342,38.698,10.0,6.586,0.869,0.161,1.0,3.0,0.215,97.775,98.135,97.079,20.032,-120.201,3.947,0.625,-0.29
Cell_0077,01/10/2024,healthy,-1,0.966,19.282,-74.724,-10.592,11.08,3.538,26.115,2.864,2.808,0.09,32.857,34.098,11.0,6.004,0.752,0.275,1.0,8.0,0.209,97.358,100.0,97.175,19.172,-112.39,3.131,0.647,2.66
Cell_0077,01/11/2024,healthy,-1,0.948,17.864,-76.814,-9.912,10.307,3.356,23.741,3.908,3.783,0.075,36.779,33.336,9.0,5.891,0.783,0.221,2.0,7.0,0.176,98.562,98.399,96.707,18.272,-110.417,3.071,0.631,2.4
Cell_0077,01/12/2024,healthy,-1,0.977,20.29,-81.155,-9.082,12.341,3.169,26.55,4.709,2.041,0.106,41.951,40.482,10.0,6.938,0.824,0.197,1.0,0.0,0.181,98.824,100.0,96.557,20.168,-110.648,3.894,0.622,1.78
Cell_0077,01/13/2024,healthy,-1,0.843,19.825,-75.128,-9.814,11.844,3.332,21.419,3.58,2.784,0.102,28.55,32.362,10.0,6.938,0.741,0.254,1.0,3.0,0.237,96.401,99.577,97.236,14.316,-112.266,3.555,0.595,2.06
Cell_0077,01/14/2024,healthy,-1,0.761,19.258,-76.245,-9.635,12.772,3.185,22.401,4.123,3.23,0.075,28.578,29.174,7.0,5.356,0.789,0.218,1.0,3.0,0.193,98.793,99.489,98.497,13.924,-116.847,4.01,0.602,0.1
Cell_0077,01/15/2024,healthy,-1,1.0,20.167,-78.064,-9.728,12.877,3.142,24.039,4.374,3.349,0.094,37.796,33.523,10.0,6.538,0.821,0.168,3.0,2.0,0.206,97.487,100.0,99.346,17.177,-111.402,4.098,0.617,0.85
Cell_0077,01/16/2024,healthy,-1,1.0,16.878,-76.761,-9.289,10.675,3.04,22.403,4.344,3.462,0.079,35.529,40.744,10.0,6.462,0.68,0.321,2.0,9.0,0.219,98.187,98.713,99.16,19.726,-109.224,3.512,0.494,0.86
Cell_0077,01/17/2024,healthy,-1,0.997,19.622,-79.524,-9.225,12.003,3.044,26.082,3.935,2.346,0.086,32.809,42.774,12.0,6.515,0.805,0.207,2.0,4.0,0.194,97.268,100.0,99.223,18.113,-109.341,3.943,0.588,1.62
Cell_0077,01/18/2024,healthy,-1,1.0,19.13,-79.908,-10.37,13.497,3.295,22.287,3.549,3.524,0.103,32.901,37.479,13.0,5.263,0.711,0.302,0.0,1.0,0.192,98.939,98.932,97.876,21.03,-112.707,4.096,0.565,-1.12
Cell_0077,01/19/2024,healthy,-1,0.965,16.751,-77.831,-10.794,11.237,3.445,24.422,3.784,3.483,0.105,34.099,39.057,11.0,6.503,0.769,0.185,0.0,1.0,0.162,97.269,99.743,98.595,18.204,-111.618,3.262,0.637,-0.1
Cell_0077,01/20/2024,healthy,-1,0.854,17.464,-75.705,-9.31,12.793,3.134,22.718,3.305,2.639,0.102,28.283,31.846,11.0,4.25,0.788,0.229,2.0,4.0,0.174,98.118,99.122,98.369,18.048,-113.367,4.082,0.597,-1.73
Cell_0077,01/21/2024,healthy,-1,0.762,18.186,-75.378,-9.727,12.216,3.032,21.234,3.381,2.579,0.088,23.631,31.393,6.0,5.035,0.664,0.312,2.0,2.0,0.219,98.735,99.927,98.037,10.668,-110.485,4.03,0.486,-0.14
Cell_0077,01/22/2024,healthy,-1,1.0,18.149,-80.146,-9.309,12.174,3.424,23.372,4.522,2.447,0.098,31.619,40.809,6.0,5.758,0.774,0.216,3.0,3.0,0.194,98.468,98.318,99.163,17.131,-114.082,3.556,0.632,-0.11
Cell_0077,01/23/2024,healthy,-1,0.996,18.338,-76.659,-9.76,11.913,3.227,23.131,4.135,1.986,0.081,34.074,37.255,11.0,6.975,0.705,0.26,4.0,4.0,0.221,97.343,99.42,98.682,20.783,-114.314,3.691,0.546,0.47
Cell_0077,01/24/2024,healthy,-1,1.0,17.593,-79.99,-9.374,11.051,2.708,24.015,4.107,3.879,0.102,35.436,30.616,12.0,6.55,0.705,0.282,0.0,5.0,0.165,98.077,99.332,98.197,18.796,-112.853,4.081,0.458,1.02
Cell_0077,01/25/2024,healthy,-1,1.0,20.295,-76.401,-9.69,10.8,3.051,24.535,3.514,3.013,0.092,33.972,35.78,10.0,5.87,0.795,0.233,4.0,2.0,0.224,98.087,99.747,97.24,21.126,-112.902,3.54,0.585,4.09
Cell_0077,01/26/2024,healthy,-1,0.945,16.802,-77.215,-9.971,11.497,3.315,22.685,4.644,2.185,0.085,31.02,38.007,9.0,4.967,0.861,0.146,2.0,6.0,0.203,98.808,99.716,99.285,18.248,-117.482,3.468,0.681,-0.44
Cell_0077,01/27/2024,healthy,-1,0.815,16.839,-76.144,-9.816,11.148,3.032,24.556,3.8,1.971,0.082,32.316,34.485,9.0,6.166,0.845,0.157,1.0,3.0,0.168,97.956,98.459,96.752,13.565,-112.992,3.676,0.616,0.12
Cell_0077,01/28/2024,healthy,-1,0.78,17.177,-78.836,-9.706,12.326,3.221,23.597,4.015,2.54,0.101,25.068,28.507,10.0,4.772,0.753,0.286,0.0,3.0,0.232,97.903,100.0,96.6,17.778,-116.614,3.827,0.582,-1.31
Cell_0077,01/29/2024,healthy,-1,0.996,17.573,-72.736,-9.331,13.464,2.93,22.546,4.625,2.78,0.09,36.032,43.958,11.0,7.785,0.723,0.263,2.0,3.0,0.17,97.886,99.257,95.774,17.195,-112.746,4.595,0.505,-2.62
Cell_0077,01/30/2024,healthy,-1,0.995,17.472,-70.705,-9.707,13.045,3.117,22.729,3.51,3.304,0.085,40.168,44.458,12.0,5.025,0.784,0.221,0.0,2.0,0.231,96.772,100.0,97.921,16.981,-104.535,4.185,0.589,-2.1
Cell_0078,01/01/2024,beam_failure,8,1.0,11.909,-80.856,-6.326,11.937,1.345,27.382,2.789,3.669,0.081,25.679,16.233,14.0,3.044,0.509,0.521,3.0,5.0,0.357,100.0,99.054,100.0,15.027,-114.723,8.874,0.166,-6.0
Cell_0078,01/02/2024,beam_failure,8,0.968,12.765,-79.149,-7.037,12.784,1.735,26.022,1.97,2.433,0.078,29.853,19.373,12.0,3.198,0.639,0.354,3.0,2.0,0.365,95.903,97.883,99.607,10.246,-116.598,7.369,0.271,-6.41
Cell_0078,01/03/2024,beam_failure,8,1.0,10.818,-79.145,-6.765,11.541,1.95,25.577,6.925,1.97,0.09,26.338,17.076,15.0,3.444,0.438,0.624,2.0,7.0,0.372,96.386,98.3,96.943,12.114,-112.321,5.918,0.199,-6.49
Cell_0078,01/04/2024,beam_failure,8,1.0,9.179,-73.286,-7.486,12.218,2.296,24.359,2.361,2.745,0.085,29.314,20.446,14.0,3.768,0.638,0.352,6.0,8.0,0.362,97.699,96.616,98.231,12.324,-118.675,5.321,0.357,-9.15
Cell_0078,01/05/2024,beam_failure,8,0.914,9.616,-76.277,-7.146,11.693,2.11,27.651,2.25,2.81,0.078,26.778,16.754,14.0,3.879,0.528,0.475,0.0,13.0,0.331,98.947,96.809,98.968,9.678,-113.26,5.542,0.272,-7.92
Cell_0078,01/06/2024,beam_failure,8,0.831,1.074,-78.161,-6.474,10.417,2.364,25.312,1.883,2.979,0.075,22.806,13.952,12.0,3.115,0.564,0.455,2.0,3.0,0.369,98.408,97.642,100.0,9.331,-123.088,4.406,0.327,-14.55
Cell_0078,01/07/2024,beam_failure,8,0.778,10.384,-76.47,-6.371,13.653,1.891,24.928,2.189,1.62,0.081,24.29,14.491,14.0,2.606,0.596,0.391,2.0,8.0,0.414,97.464,98.886,93.337,10.64,-114.856,7.222,0.276,-10.1
Cell_0078,01/08/2024,beam_failure,8,0.997,9.114,-78.927,-7.613,12.712,1.753,26.548,2.651,3.845,0.1,31.882,17.634,12.0,2.907,0.58,0.355,4.0,2.0,0.36,97.413,95.932,96.452,13.503,-111.171,7.252,0.247,-9.95
Cell_0078,01/09/2024,beam_failure,8,0.98,6.707,-90.48,-11.616,7.767,1.375,13.941,20.223,7.74,0.418,28.28,16.791,7.0,1.108,0.121,0.922,34.0,22.0,0.5,80.882,81.181,86.806,13.76,-108.287,5.65,0.033,-4.94
Cell_0078,01/10/2024,beam_failure,8,1.0,6.207,-87.965,-10.843,7.363,1.318,15.259,21.358,12.567,0.461,33.617,19.835,10.0,1.352,0.117,0.879,36.0,18.0,0.549,81.537,83.118,82.225,15.67,-103.994,5.588,0.03,-4.84
Cell_0078,01/11/2024,beam_failure,8,1.0,7.068,-98.373,-10.779,7.643,1.412,15.862,15.026,7.443,0.413,27.634,18.029,6.0,1.064,0.115,0.875,28.0,22.0,0.444,80.623,83.793,88.331,10.838,-107.12,5.413,0.035,-4.4
Cell_0078,01/12/2024,beam_failure,8,0.938,6.655,-85.396,-11.738,8.537,1.479,16.158,22.089,6.399,0.392,27.944,16.092,8.0,1.066,0.102,0.895,33.0,20.0,0.484,81.979,81.233,86.447,15.986,-102.437,5.771,0.029,-6.15
Cell_0078,01/13/2024,beam_failure,8,0.849,6.57,-93.298,-11.621,8.205,1.555,15.937,16.588,9.855,0.401,23.545,17.328,5.0,1.118,0.13,0.896,29.0,23.0,0.543,83.202,80.722,86.009,10.343,-98.75,5.277,0.042,-5.74
